,symbol,CARD,DISC,HACK,INSD,PHYS,PORT,STAT,UNKN,IS_EFFECTIVE,MATERIAL_WEAKNESS,SIG_DEFICIENCY,IC_IS_EFFECTIVE,AUDIT_FEES,NON_AUDIT_FEES,TAX_FEES,AUDIT_RELATED_FEES,OTHER_FEES
1435,IDXX,0,0,0,0,0,0,0,0,12,0,0,24,18114.56,4222.224,3549.112,631.668,41.444
1436,IEP,0,0,0,0,0,0,0,0,12,0,3,24,76050.8,5164.305,285,4879.305,0
1437,IEX,0,0,0,0,0,0,0,0,12,0,0,24,32744,10726,6441,4157,128
1438,IFF,0,0,0,0,0,0,0,0,12,0,0,24,47809.09,23834.547,19997.453,3095.151,741.934
1439,IGTE,0,0,0,0,0,0,0,0,10,1,0,21,8784.246,5599.195,3163.205,1278.587,1157.396
1440,IHC,0,0,0,0,0,0,0,0,8,1,1,17,16157.7,623.777,319,304.777,0
1441,IHS,0,0,0,0,0,0,0,0,10,0,1,20,23117,5963,1684,4279,0
1442,III,0,0,0,0,0,0,0,0,6,0,1,12,5266.359,1661.403,892.158,187.407,581.838
1443,IIIN,0,0,0,0,0,0,0,0,11,0,0,22,2848.863,437.179,11.7,261.666,163.813
1444,IIJI,0,0,0,0,0,0,0,0,8,0,0,16,10207.582,896.253,846.246,38.313,11.694
1445,IIVI,0,0,0,0,0,0,0,0,10,1,3,21,10340.65,274,67.5,21.5,185
1446,IL,0,0,0,0,0,0,0,0,4,1,1,9,8067.318,813.488,108.869,307.016,397.603
1447,ILMN,0,0,0,0,0,0,0,0,12,0,1,24,16205.16,1753.612,1036.94,716.672,0
1448,IM,0,0,0,0,0,0,0,0,12,0,2,24,88506.72,7040.704,2603.992,4202.378,234.339
1449,IMAX,0,0,0,0,0,0,0,0,10,3,2,23,21511.93,11272.743,2457.506,8813.444,1.794
1450,IMGN,0,0,0,0,0,0,0,0,11,0,0,22,3999.014,863.064,2,843.564,17.5
1451,IMI,0,0,0,0,0,0,0,0,3,1,0,7,4238.1,0,0,0,0
1452,IMKTA,0,0,0,0,0,0,0,0,10,1,1,21,8739,510,140,172,198
1453,IMMR,0,0,0,0,0,0,0,0,9,4,1,22,11924.676,1937.022,1632.548,304.474,0
1454,IMMU,0,0,0,0,0,0,0,0,11,2,1,24,5186.02,405.3,147,255,3.3
1455,IMN,0,0,0,0,0,0,0,0,11,0,2,24,24829.77,5554.651,3237.344,1580.357,21.1
1456,IMPV,0,0,0,0,0,0,0,0,4,0,1,8,5772.65,470.248,419.618,3.99,46.64
1457,INAP,0,0,0,0,0,0,0,0,10,2,2,22,15748.427,3572.792,613.887,2554.419,404.486
1458,INBK,0,0,0,0,0,0,0,0,2,0,0,4,360,84.3,45.9,38.4,0
1459,INCY,0,0,0,0,0,0,0,0,12,0,0,24,7871,2566,1722,844,0
1460,INDB,0,0,0,0,0,0,0,0,14,0,0,28,8674.641,1252.701,322.428,788.338,106.935
1461,INFI,0,0,0,0,0,0,0,0,12,0,1,24,6713.042,1449.567,1225.386,173.105,51.076
1462,INFN,0,0,0,0,0,0,0,0,8,0,2,16,12093,1285,324,925,36
1463,INGR,0,0,0,0,0,0,0,0,12,0,2,24,45199.2,3016.387,677.849,2271.3,67.238
1464,ININ,0,0,0,0,0,0,0,0,5,0,0,10,2720,21,0,21,0
1465,INN,0,0,0,0,0,0,0,0,4,1,3,9,2309.641,1049.335,468.443,571.617,9.275
1466,INOD,0,0,0,0,0,0,0,0,8,4,3,20,4648.812,30.5,0,25,5.5
1467,INSM,0,0,0,0,0,0,0,0,11,1,1,23,4776.655,376.985,144,227,5.985
1468,INT,0,0,0,0,0,0,0,0,10,3,9,23,38653.75,4324.183,76.522,3547.353,700.308
1469,INTL,0,0,0,0,0,0,0,0,8,1,3,17,13190.72,521.313,150.521,299.002,71.79
1470,INTX,0,0,0,0,0,0,0,0,9,0,0,18,9789.991,259.961,10.92,245.741,3.3
1471,INVE,0,0,0,0,0,0,0,0,1,1,0,2,2033.905,377.728,230.33,118.6,28.798
1472,INVN,0,0,0,0,0,0,0,0,4,0,0,8,3790,31,31,0,0
1473,INWK,0,0,0,0,0,0,0,0,8,1,2,17,8996.62,564.024,0,564.024,0
1474,IO,0,0,0,0,0,0,0,0,11,1,4,23,25338.798,1917.839,435.749,720.915,761.175
1475,IP,0,0,0,0,0,0,0,0,12,0,6,24,182573,64333,20888,35153,8292
1476,IPAR,0,0,0,0,0,0,0,0,12,0,1,24,9852,86,8.5,77.5,0
1477,IPAS,0,0,0,0,0,0,0,0,12,0,0,24,12006.862,314.62,194.897,0,119.723
1478,IPCC,0,0,0,0,0,0,0,0,11,1,0,23,15421.27,0,0,0,0
1479,IPCM,0,0,0,0,0,0,0,0,7,0,0,14,3439.673,2226.573,2119.363,107.21,0
1480,IPG,0,0,0,0,0,0,0,0,9,3,1,21,529597,74027.62,46147,18644.62,9236
1481,IPGP,0,0,0,0,0,0,0,0,9,0,0,18,9851.547,738.805,482.001,256.804,0
1482,IPHI,0,0,0,0,0,0,0,0,5,0,1,10,5355.153,1058.08,1049.28,0,8.8
1483,IPHS,0,0,0,0,0,0,0,0,9,0,2,18,17836,9515,6918,2597,0
1484,IPI,0,0,0,0,0,0,0,0,7,0,0,14,5186.466,615.411,568.646,46.765,0
1485,IPXL,0,0,0,0,0,0,0,0,7,0,1,14,8707.14,7500.754,4898.345,2471.82,130.59
1486,IQNT,0,0,0,0,0,0,0,0,7,1,2,15,6012.2,2226.26,363.3,1841.16,21.8
1487,IR,0,0,0,0,0,0,0,0,7,0,1,14,98975,52582,40930,8404,3248
1488,IRBT,0,0,0,0,0,0,0,0,9,0,1,20,8178.68,1227.604,546.802,645.689,35.113
1489,IRC,0,0,0,0,0,0,0,0,12,0,0,24,9844.79,4368.407,3866.365,469.812,32.23
1490,IRDM,0,0,0,0,0,0,0,0,8,2,4,18,11913.084,1139.24,1139.24,0,0
1491,IRET,0,0,0,0,0,0,0,0,9,1,0,21,3574.246,111.52,0,101.02,10.5
1492,IRM,0,0,0,0,0,0,0,0,11,1,1,23,55414,22653,15104,7350,199
1493,IRWD,0,0,0,0,0,0,0,0,5,0,0,10,3298.88,577.983,470.883,107.1,0
1494,ISBC,0,0,0,0,0,0,0,0,2,0,0,4,2170,1250.6,357.1,833.5,60
1495,ISCA,0,0,0,0,0,0,0,0,12,0,0,24,9592.522,1158.01,1022.271,135.739,0
1496,ISIG,0,0,0,0,0,0,0,0,3,0,0,6,249.6,64.7,39.6,25.1,0
1497,ISIL,0,0,0,0,0,0,0,0,12,0,0,26,23044.12,6354.66,6006.747,347.913,0
1498,ISLE,0,0,0,0,0,0,0,0,10,1,1,21,26907.56,1635.946,1056.159,579.787,0
1499,ISRG,0,0,0,0,0,0,0,0,12,0,1,24,18389.43,1870.592,1325.152,500.31,45.13
1500,ISRL,0,0,0,0,0,0,0,0,7,0,1,14,2316.957,96.46,29.1,22,45.36
1501,ISSC,0,0,0,0,0,0,0,0,10,0,0,20,3857.344,194.028,121.945,72.083,0
1502,IT,0,0,0,0,0,0,0,0,12,0,0,24,28307.21,6771.908,6525.988,245.915,0
1503,ITC,0,0,0,0,0,0,0,0,11,0,1,22,20257.98,8050.92,3933.111,3128.701,989.108
1504,ITG,0,0,0,0,0,0,0,0,13,0,0,26,23560,2099,1817,182,100
1505,ITIC,0,0,0,0,0,0,0,0,8,0,0,16,2245.1,529.314,471.864,57.45,0
1506,ITRI,0,0,0,0,0,0,0,0,11,0,4,22,57947.55,5338.741,2329.063,2806.61,203.069
1507,ITRN,0,0,0,0,0,0,0,0,9,0,1,17,1973,315,195,0,120
1508,ITT,0,0,0,0,0,0,0,0,12,1,3,23,79391,57585,16575,27740,13270
1509,ITW,0,0,0,0,0,0,0,0,12,0,0,24,142928,87869,68273,19427,169
1510,IVAC,0,0,0,0,0,0,0,0,11,1,0,23,11783.663,1227.037,907.822,52.355,266.86
1511,IVC,0,0,0,0,0,0,0,0,12,0,0,24,41967.4,20105.4,19405.7,699.7,0
1512,IVR,0,0,0,0,0,0,0,0,7,2,3,16,6425,31,31,0,0
1513,IVZ,0,0,0,0,0,0,0,0,10,0,0,20,47500,26600,5100,16700,4800
1514,IX,0,0,0,0,0,0,0,0,9,0,1,18,144071.8,15346.401,8340.974,6270.318,735.105
1515,JAH,0,0,0,0,0,0,0,0,12,0,4,24,89331.7,21845.631,9393.424,10962.93,1489.267
1516,JAKK,0,0,0,0,0,0,0,0,12,0,1,24,12258.144,1005.656,344.29,356.398,304.968
1517,JAZZ,0,0,0,0,0,0,0,0,6,0,2,12,7579.754,6305.511,5666.577,626.004,12.93
1518,JBHT,0,0,0,0,0,0,0,0,12,0,0,24,11831.12,1224.746,762.451,462.295,0
1519,JBL,0,0,0,0,0,0,0,0,11,0,9,22,71776.64,23343.64,18911,4419.64,13
1520,JBLU,0,0,0,0,0,0,0,0,10,2,1,22,16570.46,2690.173,782.623,1907.55,0
1521,JBSS,0,0,0,0,0,0,0,0,11,1,2,22,9196.95,2026.144,742.7,1224.244,59.2
1522,JBT,0,0,0,0,0,0,0,0,7,0,2,14,12867,404,370,33,1
1523,JCI,0,0,0,0,0,0,0,0,10,1,5,21,217272,70157,39140,27096,3921
1524,JCOM,0,0,0,0,0,0,0,0,11,1,1,23,11922.42,1453.569,1204.237,243.347,5.985
1525,JCP,0,0,0,0,0,0,0,0,12,0,0,24,44949.13,11200.051,5040.247,5606.942,552.853
1526,JCS,0,0,0,0,0,0,0,0,5,0,1,10,2246,45,0,35,10
1527,JEC,0,0,0,0,0,0,0,0,11,0,1,22,60296.7,20023.8,8522.9,11500.9,0
1528,JHX,0,0,0,0,0,0,0,0,10,0,1,20,25800,5100,3700,1400,0
1529,JIVE,0,0,0,0,0,0,0,0,3,0,0,6,2230.7,66,0,66,0
1530,JJSF,0,0,0,0,0,0,0,0,11,0,0,22,6358,2864,1973,853,38
1531,JKHY,0,0,0,0,0,0,0,0,11,3,4,25,7600.198,13116.123,1752.793,11213.053,150.274
1532,JMBA,0,0,0,0,0,0,0,0,7,1,0,17,8223.78,915.199,657.304,257.895,0
1533,JMP,0,0,0,0,0,0,0,0,2,0,0,4,2033.346,1479.141,1177.715,297.822,3.6
1534,JNJ,0,0,0,0,0,0,0,0,12,0,2,24,328050,195170,68865,108315,17990
1535,JNPR,0,0,0,0,0,0,0,0,12,0,1,24,48631.7,10973.009,4853.265,6119.736,0
1536,JNS,0,0,0,0,0,0,0,0,12,0,0,24,11540,4304,2097,2207,0
1537,JOE,0,0,0,0,0,0,0,0,12,0,0,24,10905.137,1868.041,1655.38,212.661,0
1538,JOUT,0,0,0,0,0,0,0,0,8,0,0,16,7907.92,236.009,112.109,10,113.9
1539,JPEP,0,0,0,0,0,0,0,0,1,0,1,2,1863,797,780,0,17
1540,JPM,0,0,0,0,0,0,0,0,48,0,0,96,2394400,1316000,360000,930800,25200
1541,K,0,0,0,0,0,0,0,0,12,0,4,24,70700,31400,23500,7900,0
1542,KAI,0,0,0,0,0,0,0,0,12,0,1,24,17376.7,5499.6,3489.94,2009.66,0
1543,KALU,0,0,0,0,0,0,0,0,8,1,1,17,17194.36,1434.927,428.704,590.346,415.877
1544,KAMN,0,0,0,0,0,0,0,0,12,0,6,24,16245.3,6512.85,4054.8,2253.45,204.6
1545,KAR,0,0,0,0,0,0,0,0,7,0,0,14,12777.6,1087.389,168.504,797.4,121.485
1546,KCAP,0,0,0,0,0,0,0,0,8,2,1,18,5727.1,407.588,136.1,206,65.488
1547,KCG,0,0,0,0,0,0,0,0,3,0,1,6,16816.46,3478.97,3172.026,202.226,104.714
1548,KED,0,0,0,0,0,0,0,0,3,0,0,6,910,592,592,0,0
1549,KEG,0,0,0,0,0,0,0,0,7,3,3,17,30867.55,214.065,0,167.579,46.486
1550,KEM,0,0,0,0,0,0,0,0,11,1,4,23,24443.267,4364.762,612.867,3695.395,29
1551,KERX,0,0,0,0,0,0,0,0,10,0,0,20,2986.043,359.575,334.175,13.9,11.5
1552,KEX,0,0,0,0,0,0,0,0,12,0,0,24,13424,1405.611,451.675,953.936,0
1553,KEYW,0,0,0,0,0,0,0,0,4,1,1,9,2608,507.265,23.889,262.29,221.086
1554,KFRC,0,0,0,0,0,0,0,0,12,0,0,24,11058.881,1696.927,201.897,1435.008,60.022
1555,KFS,0,0,0,0,0,0,0,0,7,0,0,14,18716.142,2483.816,1809.627,651.735,7.296
1556,KFY,0,0,0,0,0,0,0,0,11,0,0,22,18843.48,6279.499,5528.584,750.915,0
1557,KIM,0,0,0,0,0,0,0,0,12,0,0,24,14571.974,980.471,690.646,233,56.825
1558,KIRK,0,0,0,0,0,0,0,0,9,0,1,18,5898.712,1997.654,1940.95,53.704,3
1559,KKD,0,0,0,0,0,0,0,0,9,4,0,21,18151.347,1977.173,990.439,941.194,45.54
1560,KKR,0,0,0,0,0,0,0,0,5,0,1,10,78768,118290,92340,25645,305
1561,KLAC,0,0,0,0,0,0,0,0,11,1,2,22,34976.92,7913.396,7058.582,742.9,111.92
1562,KLIC,0,0,0,0,0,0,0,0,10,1,3,21,14235.84,1201.047,352.1,317.95,530.997
1563,KMB,0,0,0,0,0,0,0,0,12,0,0,24,124872.7,41088.5,27181.5,13907,0
1564,KMG,0,0,0,0,0,0,0,0,6,1,2,13,5812.493,438.487,57.6,255.392,125.495
1565,KMI,0,0,0,0,0,0,0,0,6,0,3,12,46972.2,20259.7,20259.7,0,0
1566,KMPR,0,0,0,0,0,0,0,0,12,0,1,24,46702.31,801.732,43.726,748.006,10
1567,KMT,0,0,0,0,0,0,0,0,11,0,2,22,48800,4900,4500,400,0
1568,KMX,0,0,0,0,0,0,0,0,11,0,0,24,12480.33,5751.122,1389.222,3896.9,465
1569,KN,0,0,0,0,0,0,0,0,2,0,0,4,4570,128,121,0,7
1570,KNDI,0,0,0,0,0,0,0,0,2,1,1,5,935,34.664,0,0,34.664
1571,KNL,0,0,0,0,0,0,0,0,10,1,1,21,16506.71,362.668,21.14,339.528,2
1572,KNX,0,0,0,0,0,0,0,0,12,0,2,24,5983.541,483.679,479.479,0,4.2
1573,KO,0,0,0,0,0,0,0,0,12,0,2,24,327245,123897,64639,54624,4634
1574,KONA,0,0,0,0,0,0,0,0,2,0,0,4,1175,110.5,34,76.5,0
1575,KOOL,0,0,0,0,0,0,0,0,6,0,0,12,3116,120,90,30,0
1576,KOP,0,0,0,0,0,0,0,0,10,0,0,20,20160,5287,2938,2349,0
1577,KOPN,0,0,0,0,0,0,0,0,7,5,2,19,12633.197,572.195,351.487,131.908,88.8
1578,KORS,0,0,0,0,0,0,0,0,4,0,0,8,5840.3,1273,912,175,186
1579,KOS,0,0,0,0,0,0,0,0,4,0,0,8,4839.6,1098.182,818.809,268.442,10.931
1580,KR,0,0,0,0,0,0,0,0,11,1,2,23,56308.72,2323.345,1028.837,1209.508,85
1581,KRA,0,0,0,0,0,0,0,0,6,0,0,12,10600,4220,2300,1420,500
1582,KRC,0,0,0,0,0,0,0,0,15,0,3,28,17225.715,5458.895,4405.165,166.017,887.713
1583,KRG,0,0,0,0,0,0,0,0,11,0,0,22,8280,207,0,207,0
1584,KRNY,0,0,0,0,0,0,0,0,1,0,0,4,921.336,161.093,69.464,91.629,0
1585,KRO,0,0,0,0,0,0,0,0,11,0,0,22,24758.26,879.071,208.835,670.236,0
1586,KSS,0,0,0,0,0,0,0,0,10,1,0,23,12069.308,3287.71,3195.5,92.21,0
1587,KSU,0,0,0,0,0,0,0,0,9,1,0,23,28966.52,3444.018,298.64,3087.292,58.086
1588,KT,0,0,0,0,0,0,0,0,10,0,3,20,25777,3622.748,2666.63,266.079,690.04
1589,KTCC,0,0,0,0,0,0,0,0,3,0,0,6,986.301,304.7,265.95,38.75,0
1590,KTEC,0,0,0,0,0,0,0,0,7,0,0,14,3389.238,213.312,66.17,147.142,0
1591,KTOS,0,0,0,0,0,0,0,0,12,2,7,27,28085.846,1689.955,629.145,1028.06,32.75
1592,KVHI,0,0,0,0,0,0,0,0,10,2,2,22,6181.125,601.172,147.851,453.321,0
1593,KW,0,0,0,0,0,0,0,0,7,0,0,14,10455.123,3609.3,2148,1461.3,0
1594,KWR,0,0,0,0,0,0,0,0,12,0,11,24,17546.38,2310.472,1814.032,464.44,32
1595,KYO,0,0,0,0,0,0,0,0,10,0,3,20,147083.5,30208.04,26256.01,1691.017,2261.009
1596,KZ,0,0,0,0,0,0,0,0,8,1,0,17,8900,159.724,80.887,78.837,0
1597,L,0,0,0,0,0,0,0,0,11,1,1,23,220181,28010,2918,18588,6504
1598,LABL,0,0,0,0,0,0,0,0,9,2,1,20,8380.017,373.52,6.05,316.337,0
1599,LAD,0,0,0,0,0,0,0,0,12,1,4,24,12820.159,152.564,24.615,124.549,3.4
1600,LAKE,0,0,0,0,0,0,0,0,3,2,2,8,1113.513,319.586,104.866,82.07,132.65
1601,LAMR,0,0,0,0,0,0,0,0,12,0,0,24,13654.64,3079.38,2451.841,619.991,7.548
1602,LANC,0,0,0,0,0,0,0,0,11,0,1,22,16123,196,0,171,25
1603,LAWS,0,0,0,0,0,0,0,0,12,0,1,24,9016.05,3513.095,3270.295,118.1,25
1604,LAYN,0,0,0,0,0,0,0,0,12,0,3,24,36143.97,5019.429,3494.707,1440.132,84.59
1605,LAZ,0,0,0,0,0,0,0,0,10,0,0,20,64494,21728,10145,10785,798
1606,LB,0,0,0,0,0,0,0,0,12,0,4,24,57506.7,7395,3829,3073,493
1607,LBAI,0,0,0,0,0,0,0,0,11,1,0,23,5560.443,1521.348,1279.862,109.486,132
1608,LCI,0,0,0,0,0,0,0,0,7,1,0,15,2897.723,926.821,773.454,2.85,150.517
1609,LCNB,0,0,0,0,0,0,0,0,11,0,0,24,1682.246,555.287,277.913,263.374,14
1610,LCUT,0,0,0,0,0,0,0,0,12,0,4,24,14004.436,5618.548,3264.084,2326.275,28.189
1611,LDL,0,0,0,0,0,0,0,0,10,2,1,22,14594.5,1720.887,1358.437,358,4.45
1612,LDOS,0,0,0,0,0,0,0,0,10,0,3,20,54979,11947,5324,6577,46
1613,LDR,0,0,0,0,0,0,0,0,10,4,5,24,10026.12,2004.5,1216.7,32,755.8
1614,LDRH,0,0,0,0,0,0,0,0,1,0,0,2,959,257,196,0,61
1615,LEA,0,0,0,0,0,0,0,0,12,0,1,24,102715,28177.73,21766.73,4864,1547
1616,LECO,0,0,0,0,0,0,0,0,12,0,0,24,32921.12,5647.099,2519.397,2939.702,188
1617,LEG,0,0,0,0,0,0,0,0,13,0,2,26,26880.95,8182.697,7404.464,732.188,46.049
1618,LEN,0,0,0,0,0,0,0,0,13,0,1,25,36753,17380,12856,4521,3
1619,LF,0,0,0,0,0,0,0,0,7,4,1,19,19870,1382,920,421,41
1620,LFUS,0,0,0,0,0,0,0,0,11,1,1,22,18352.696,5536.957,3717.765,1646.609,172.583
1621,LFVN,0,0,0,0,0,0,0,0,4,0,0,8,762.117,372.192,270.602,97.5,4.09
1622,LGCY,0,0,0,0,0,0,0,0,8,0,1,16,5585.222,649.062,0,309.147,339.915
1623,LGF,0,0,0,0,0,0,0,0,12,1,4,24,31045.84,17374.674,13798.675,2879.602,696.41
1624,LGND,0,0,0,0,0,0,0,0,10,5,7,25,9773.119,5930.991,2922.199,2891.252,117.54
1625,LH,0,0,0,0,0,0,0,0,12,0,3,24,17604.94,3208.168,2815.218,305.45,87.5
1626,LHCG,0,0,0,0,0,0,0,0,9,1,3,19,11817.16,30.45,0,13.5,16.95
1627,LHO,0,0,0,0,0,0,0,0,12,0,0,24,13226.756,5891.371,4960.459,894.112,36.8
1628,LII,0,0,0,0,0,0,0,0,11,1,0,23,43218,4768,3468,1300,0
1629,LINC,0,0,0,0,0,0,0,0,10,0,0,20,7994.782,2764.75,1778.543,0,986.207
1630,LION,0,0,0,0,0,0,0,0,13,0,0,26,6156.273,532.225,50.475,464.27,17.48
1631,LIOX,0,0,0,0,0,0,0,0,12,0,2,24,22895.69,1541.425,1367.025,55.2,119.2
1632,LKFN,0,0,0,0,0,0,0,0,12,0,0,24,3741.8,1842.749,718.235,435.465,689.049
1633,LKQ,0,0,0,0,0,0,0,0,11,0,3,24,23056.63,7314.384,5150.453,1975.596,188.332
1634,LL,0,0,0,0,0,0,0,0,7,1,0,15,6600.53,2107.683,1341.601,766.082,0
1635,LLL,0,0,0,0,0,0,0,0,12,3,3,27,201480.4,103245.96,70232.14,31077.5,1936.258
1636,LLNW,0,0,0,0,0,0,0,0,8,0,5,16,8022.304,1957.628,1947.028,0,10.6
1637,LLTC,0,0,0,0,0,0,0,0,11,0,0,22,9399,1142.8,1073.8,61,8
1638,LLY,0,0,0,0,0,0,0,0,12,0,3,24,98500,37500,25200,9700,2600
1639,LM,0,0,0,0,0,0,0,0,12,0,1,24,70234,17762,1146,12765,3851
1640,LMAT,0,0,0,0,0,0,0,0,0,1,0,1,521,22,0,22,0
1641,LMIA,0,0,0,0,0,0,0,0,11,0,1,22,7347.438,3640.054,2438.56,1172.182,29.312
1642,LMNR,0,0,0,0,0,0,0,0,5,0,1,10,3018,852,758,92,2
1643,LMNX,0,0,0,0,0,0,0,0,13,0,1,26,7650.797,713.744,554.144,159.6,0
1644,LMOS,0,0,0,0,0,0,0,0,4,0,0,8,2746.5,4.9,0,0,4.9
1645,LNC,0,0,0,0,0,0,0,0,12,0,0,24,106304.86,18102.866,440.604,17648.768,13.5
1646,LNCE,0,0,0,0,0,0,0,0,12,0,0,24,8883.82,982.884,77.76,540.928,364.196
1647,LNDC,0,0,0,0,0,0,0,0,10,0,4,22,10229.673,164,129,35,0
1648,LNN,0,0,0,0,0,0,0,0,11,0,2,22,9793.159,1652.402,1030.386,238.927,383.089
1649,LNT,0,0,0,0,0,0,0,0,12,0,1,24,30409,8500,3038,5142,320
1650,LOCK,0,0,0,0,0,0,0,0,4,2,1,10,4815.082,1643.61,760.184,883.426,0
1651,LOGI,0,0,0,0,0,0,0,0,8,5,2,21,39504,6799,5701,859,239
1652,LOGM,0,0,0,0,0,0,0,0,6,0,0,12,3413.454,1563.03,1149.515,0,413.515
1653,LOPE,0,0,0,0,0,0,0,0,8,2,3,18,5180.077,254.453,248.958,0,5.495
1654,LORL,0,0,0,0,0,0,0,0,11,1,1,23,37516.8,13817.7,9408.3,3395.4,1014
1655,LOW,0,0,0,0,0,0,0,0,12,0,0,24,31781.44,4609.84,760.03,2423.005,1426.805
1656,LPI,0,0,0,0,0,0,0,0,16,0,0,32,11416.464,999.052,847.052,152,0
1657,LPNT,0,0,0,0,0,0,0,0,11,0,0,22,22408.15,2804.405,1810.542,590.494,403.369
1658,LPSN,0,0,0,0,0,0,0,0,12,0,2,24,6407.837,278.068,32.908,245.16,0
1659,LPX,0,0,0,0,0,0,0,0,11,0,1,24,23676.5,3422.145,631.952,2448.693,341.5
1660,LQDT,0,0,0,0,0,0,0,0,9,0,0,18,9101.04,3391.179,2166.114,798.4,426.665
1661,LRN,0,0,0,0,0,0,0,0,5,2,1,12,7900.18,227.599,0,227.599,0
1662,LSBK,0,0,0,0,0,0,0,0,1,0,0,2,137.075,6.5,0,2,4.5
1663,LSCC,0,0,0,0,0,0,0,0,12,0,3,26,12549.066,1570.427,440.292,1125.635,4.5
1664,LSTR,0,0,0,0,0,0,0,0,12,0,0,24,10637.5,767.371,389.497,306.874,0
1665,LTBR,0,0,0,0,0,0,0,0,3,0,0,6,163.336,26.055,0,3.373,22.682
1666,LTC,0,0,0,0,0,0,0,0,12,0,0,24,5353.88,913.477,812.043,101.434,0
1667,LUB,0,0,0,0,0,0,0,0,10,0,1,22,5593,130,13,117,0
1668,LUK,0,0,0,0,0,0,0,0,12,0,2,24,53685.14,12648.551,7473.95,4952.1,222.5
1669,LULU,0,0,0,0,0,0,0,0,8,0,0,16,5575.691,467.664,96.61,130.713,240.341
1670,LUV,0,0,0,0,0,0,0,0,12,0,2,24,19388.45,2064.021,676.07,1179.899,208.052
1671,LVLT,0,0,0,0,0,0,0,0,12,0,4,24,56595.83,7970.614,1488,6482.614,0
1672,LVS,0,0,0,0,0,0,0,0,11,0,0,22,49481.58,13457.413,8418.03,4201.092,838.284
1673,LWAY,0,0,0,0,0,0,0,0,0,3,0,3,1544.642,0,0,0,0
1674,LXP,0,0,0,0,0,0,0,0,12,0,1,24,14981.226,6265.859,2473.375,3652.745,139.735
1675,LXU,0,0,0,0,0,0,0,0,9,0,3,18,13709.63,5546.255,4909.13,542.625,94.5
1676,LYB,0,0,0,0,0,0,0,0,5,0,1,10,46600,4000,500,3000,500
1677,LYTS,0,0,0,0,0,0,0,0,12,2,3,26,7730.579,1925.649,1225.898,656.846,42.905
1678,LYV,0,0,0,0,0,0,0,0,10,0,1,20,66518,13712,6626,7005,81
1679,LZB,0,0,0,0,0,0,0,0,11,0,5,22,15155.73,1776.176,784.048,970.028,22.1
1680,MA,0,0,0,0,0,0,0,0,12,0,0,24,59758.94,19500.68,9107.292,9866.939,526.447
1681,MAA,0,0,0,0,0,0,0,0,12,0,0,24,14298.932,4536.555,2815.132,1704.718,16.7
1682,MAC,0,0,0,0,0,0,0,0,13,0,0,25,38748.71,3440.763,0,3440.763,0
1683,MACK,0,0,0,0,0,0,0,0,2,0,0,4,1180.5,3.6,0,0,3.6
1684,MAG,0,0,0,0,0,0,0,0,3,2,0,10,3924,207.6,83.4,124.2,0
1685,MAGS,0,0,0,0,0,0,0,0,1,1,0,3,1112.201,301.753,256.908,0,44.845
1686,MAIN,0,0,0,0,0,0,0,0,8,0,0,16,3592.723,111.3,0,111.3,0
1687,MAN,0,0,0,0,0,0,0,0,12,0,0,24,63245.9,10485.57,8236.7,1002.67,1246.2
1688,MANH,0,0,0,0,0,0,0,0,10,3,0,23,12276.207,2608.987,2180.954,409.538,18.495
1689,MANT,0,0,0,0,0,0,0,0,12,0,0,24,16879.18,3456.43,1527.52,1777.138,151.772
1690,MAS,0,0,0,0,0,0,0,0,11,1,5,23,153700,29400,18700,10400,300
1691,MASI,0,0,0,0,0,0,0,0,8,0,0,16,11308.98,2185.296,1645.901,539.395,0
1692,MAT,0,0,0,0,0,0,0,0,12,0,5,24,78265,30876,28406,2470,0
1693,MATR,0,0,0,0,0,0,0,0,8,3,2,19,4443,1080,858,222,0
1694,MATW,0,0,0,0,0,0,0,0,12,2,4,26,17602.596,15363.178,12644.903,2710.24,8
1695,MATX,0,0,0,0,0,0,0,0,12,0,0,24,19418.77,2225.86,479,1746.86,0
1696,MBFI,0,0,0,0,0,0,0,0,12,0,0,24,7607.457,430.421,2.461,31.294,14.552
1697,MBI,0,0,0,0,0,0,0,0,12,0,1,24,53409,9614,4281,4343,990
1698,MBLX,0,0,0,0,0,0,0,0,6,0,0,12,2995.3,498.985,10,479.3,9.685
1699,MBLY,0,0,0,0,0,0,0,0,1,0,0,2,431,55,12,43,0
1700,MBRG,0,0,0,0,0,0,0,0,12,0,1,24,1870.83,839.972,194.155,645.817,0
1701,MBTF,0,0,0,0,0,0,0,0,10,0,0,20,1855.705,1037.1,146.86,379.891,510.349
1702,MBVT,0,0,0,0,0,0,0,0,12,0,1,24,2830.88,470.685,401.485,11,58.2
1703,MBWM,0,0,0,0,0,0,0,0,12,0,0,24,2975.641,539.61,139.5,390.11,10
1704,MCBC,0,0,0,0,0,0,0,0,11,1,1,23,2496.402,448.271,242.47,91.992,113.809
1705,MCC,0,0,0,0,0,0,0,0,4,0,0,8,3728,237,135,0,102
1706,MCD,0,0,0,0,0,0,0,0,12,0,0,24,126200,22400,16400,4900,1100
1707,MCHP,0,0,0,0,0,0,0,0,12,0,0,24,16304.22,4500.767,4045.767,441,14
1708,MCHX,0,0,0,0,0,0,0,0,10,0,0,20,8539,1809,925,884,0
1709,MCK,0,0,0,0,0,0,0,0,12,0,1,24,105024.24,37331.18,9210.363,28120.82,0
