"","customer_no","invoice_no","invoice_date","sku","sales_count","cash_not_ar","sales_return","unit_cost","sales_unit_price","sales_extended","collection_amount","collection_date","collection_no","shipper_date","shipper_no"
"443","c00004","i00442",2020-06-09,"GEXDT",13,0,1,36,36,468,468,2020-07-09,"r00380",2020-06-16,"s00439"
"444","c00007","i00444",2020-06-10,"GEXDT",18,0,0,33,66,1188,1188,2020-06-15,"r00317",2020-06-13,"s00434"
"445","c00008","i00445",2020-06-10,"SLNEL",14,0,0,27,81,1134,1134,2020-09-05,"r00514",2020-07-09,"s00496"
"446","c00004","i00446",2020-06-11,"GEXDT",12,1,0,36,108,1296,1296,2020-06-11,"r00307",2020-06-13,"s00435"
"447","c00001","i00447",2020-06-11,"SLNEL",19,0,0,42,42,798,798,2020-09-03,"r00512",2020-06-16,"s00440"
"449","c00007","i00449",2020-06-12,"JRVPC",12,1,0,27,27,324,324,2020-06-12,"r00310",2020-06-17,"s00443"
"450","c00009","i00450",2020-06-13,"SSBIT",20,0,0,30,90,1800,1800,2020-08-25,"r00491",2020-06-16,"s00441"
"451","c00004","i00451",2020-06-13,"GEXDT",14,0,0,35,105,1470,1470,2020-08-22,"r00483",2020-06-24,"s00460"
"452","c00005","i00453",2020-06-14,"SLNEL",12,0,0,24,72,864,864,2020-09-16,"r00551",2020-06-21,"s00451"
"453","c00009","i00452",2020-06-14,"SLNEL",22,0,0,36,36,792,792,2020-07-01,"r00353",2020-06-29,"s00473"
"454","c00007","i00455",2020-06-15,"JRVPC",14,0,0,27,81,1134,1134,2020-07-20,"r00402",2020-06-21,"s00452"
"455","c00008","i00454",2020-06-15,"WBOEC",13,0,0,33,66,858,858,2020-07-12,"r00385",2020-06-22,"s00455"
"456","c00002","i00458",2020-06-15,"TQLMI",18,0,0,34,68,1224,1224,2020-08-01,"r00430",2020-06-26,"s00466"
"457","c00007","i00457",2020-06-15,"SSBIT",10,0,0,42,42,420,420,2020-07-01,"r00354",2020-06-27,"s00469"
"458","c00007","i00456",2020-06-15,"SSBIT",13,0,0,36,108,1404,1404,2020-06-30,"r00351",2020-07-01,"s00480"
"459","c00003","i00460",2020-06-16,"JRVPC",17,0,0,30,90,1530,1530,2020-10-01,"r00592",2020-06-20,"s00448"
"462","c00005","i00461",2020-06-16,"SLNEL",14,0,0,35,105,1470,1470,2021-01-01,"r00832",2020-07-01,"s00481"
"463","c00009","i00463",2020-06-18,"WBOEC",16,0,0,24,72,1152,1152,2020-12-20,"r00799",2020-06-19,"s00447"
"465","c00004","i00465",2020-06-18,"GEXDT",13,0,0,27,81,1053,1053,2020-08-22,"r00484",2020-06-24,"s00461"
"466","c00004","i00466",2020-06-18,"JRVPC",17,1,0,36,108,1836,1836,2020-06-18,"r00326",2020-06-28,"s00471"
"468","c00008","i00468",2020-06-19,"SLNEL",11,0,0,34,68,748,748,2020-08-02,"r00433",2020-06-20,"s00449"
"470","c00010","i00469",2020-06-19,"ZUBSA",13,0,0,27,27,351,351,2020-07-31,"r00427",2020-06-24,"s00462"
"471","c00003","i00471",2020-06-19,"QWBPM",16,0,0,35,105,1680,1680,2020-09-03,"r00513",2020-06-28,"s00472"
"472","c00009","i00475",2020-06-21,"JQWPP",13,0,0,27,81,1053,1053,2020-07-31,"r00428",2020-06-21,"s00454"
"473","c00005","i00473",2020-06-21,"QWBPM",18,0,0,24,72,1296,1296,2021-01-09,"r00845",2020-07-01,"s00482"
"474","c00003","i00472",2020-06-21,"TQLMI",10,0,0,36,36,360,360,2020-12-18,"r00792",2020-07-05,"s00488"
"475","c00007","i00474",2020-06-21,"JQWPP",10,1,0,33,66,660,660,2020-06-21,"r00330",2020-07-10,"s00500"
"476","c00010","i00477",2020-06-22,"JQWPP",6,0,0,42,42,252,252,2020-09-25,"r00576",2020-06-25,"s00464"
"477","c00005","i00476",2020-06-22,"ZUBSA",17,0,0,36,108,1836,1836,2020-08-24,"r00488",2020-06-30,"s00479"
"479","c00001","i00479",2020-06-23,"TQLMI",18,0,0,27,27,486,486,2020-09-15,"r00543",2020-06-26,"s00467"
"480","c00009","i00484",2020-06-24,"WBOEC",8,0,0,33,66,528,528,2020-07-23,"r00410",2020-06-25,"s00465"
"481","c00001","i00482",2020-06-24,"SSBIT",15,0,0,36,36,540,540,2020-07-21,"r00404",2020-06-29,"s00474"
"482","c00006","i00481",2020-06-24,"WBOEC",20,0,0,35,105,2100,2100,2020-08-20,"r00478",2020-07-02,"s00484"
"483","c00009","i00480",2020-06-24,"SSBIT",16,0,0,30,90,1440,1440,2020-09-01,"r00508",2020-07-13,"s00508"
"484","c00006","i00483",2020-06-24,"GEXDT",15,1,0,24,72,1080,1080,2020-06-24,"r00340",2020-07-28,"s00541"
"485","c00009","i00485",2020-06-25,"GEXDT",21,0,0,27,81,1701,1701,2020-08-20,"r00479",2020-07-09,"s00497"
"486","c00004","i00487",2020-06-26,"SLNEL",7,0,0,42,42,294,294,2020-08-28,"r00496",2020-06-26,"s00468"
"487","c00004","i00486",2020-06-26,"ETKQW",16,0,0,36,108,1728,1728,2021-01-04,"r00839",2020-07-03,"s00485"
"488","c00004","i00488",2020-06-27,"GEXDT",16,0,1,34,68,1088,1088,2020-11-29,"r00750",2020-06-29,"s00475"
"489","c00009","i00491",2020-06-28,"TQLMI",12,0,0,35,105,1260,1260,2020-08-06,"r00439",2020-06-29,"s00476"
"490","c00010","i00490",2020-06-28,"TQLMI",17,0,1,30,90,1530,1530,2020-08-08,"r00443",2020-06-29,"s00477"
"491","c00005","i00492",2020-06-28,"QWBPM",15,1,0,36,36,540,540,2020-06-28,"r00346",2020-07-05,"s00489"
"492","c00006","i00489",2020-06-28,"TQLMI",15,0,0,27,27,405,405,2020-09-12,"r00535",2020-07-24,"s00529"
"493","c00006","i00494",2020-06-29,"SLNEL",13,0,0,33,66,858,858,2021-01-09,"r00846",2020-07-09,"s00498"
"494","c00006","i00493",2020-06-29,"ETKQW",14,0,0,24,72,1008,1008,2020-09-18,"r00560",2020-07-11,"s00503"
"495","c00008","i00495",2020-06-29,"JQWPP",22,1,0,27,81,1782,1782,2020-06-29,"r00348",2020-08-04,"s00557"
"496","c00008","i00497",2020-06-30,"TQLMI",10,0,0,42,42,420,420,2020-09-16,"r00552",2020-07-04,"s00487"
"497","c00008","i00496",2020-06-30,"JQWPP",19,0,0,36,108,2052,2052,2020-07-09,"r00381",2020-07-07,"s00491"
"498","c00008","i00498",2020-06-30,"SSBIT",19,0,0,34,68,1292,1292,2020-09-02,"r00511",2020-07-13,"s00509"
"499","c00003","i00499",2020-07-01,"ZUBSA",16,1,0,27,27,432,432,2020-07-01,"r00355",2020-07-01,"s00483"
"500","c00006","i00502",2020-07-01,"GEXDT",12,0,0,36,36,432,432,2020-09-29,"r00583",2020-07-07,"s00492"
"501","c00008","i00503",2020-07-01,"ETKQW",14,0,0,24,72,1008,1008,2020-08-14,"r00462",2020-07-09,"s00499"
"502","c00003","i00500",2020-07-01,"QWBPM",17,0,0,30,90,1530,1530,2020-10-05,"r00602",2020-07-27,"s00536"
"503","c00004","i00501",2020-07-01,"ZUBSA",14,0,0,35,105,1470,1470,2020-08-01,"r00431",2020-07-30,"s00545"
"504","c00005","i00504",2020-07-02,"ETKQW",10,0,0,33,66,660,660,2020-09-27,"r00580",2020-07-03,"s00486"
"505","c00009","i00505",2020-07-02,"JRVPC",14,0,0,27,81,1134,1134,2020-07-26,"r00418",2020-07-08,"s00493"
"507","c00004","i00507",2020-07-03,"GEXDT",14,1,0,42,42,588,588,2020-07-03,"r00362",2020-07-16,"s00512"
"508","c00005","i00512",2020-07-04,"QWBPM",13,0,0,36,36,468,468,2020-08-16,"r00468",2020-07-05,"s00490"
"509","c00003","i00511",2020-07-04,"TQLMI",18,0,0,35,105,1890,1890,2021-02-27,"r00943",2020-07-16,"s00513"
"510","c00009","i00508",2020-07-04,"QWBPM",14,0,0,34,68,952,952,2020-11-30,"r00751",2020-07-17,"s00516"
"511","c00003","i00510",2020-07-04,"GEXDT",16,1,0,30,90,1440,1440,2020-07-04,"r00365",2020-07-23,"s00527"
"512","c00004","i00509",2020-07-04,"ETKQW",14,1,0,27,27,378,378,2020-07-04,"r00364",2020-07-27,"s00537"
"513","c00007","i00514",2020-07-05,"SSBIT",14,0,0,33,66,924,924,2020-08-09,"r00446",2020-07-08,"s00494"
"514","c00009","i00513",2020-07-05,"JRVPC",16,0,1,24,72,1152,1152,2020-09-24,"r00573",2020-07-27,"s00538"
"515","c00005","i00515",2020-07-06,"ZUBSA",16,0,0,27,81,1296,1296,2020-07-31,"r00429",2020-07-08,"s00495"
"516","c00008","i00519",2020-07-07,"GEXDT",12,0,0,27,27,324,324,2020-07-20,"r00403",2020-07-10,"s00501"
"517","c00009","i00517",2020-07-07,"TQLMI",14,0,0,42,42,588,588,2020-09-08,"r00528",2020-07-10,"s00502"
"518","c00004","i00516",2020-07-07,"ETKQW",17,0,0,36,108,1836,1836,2020-08-02,"r00434",2020-07-11,"s00504"
"519","c00007","i00518",2020-07-07,"WBOEC",8,0,0,34,68,544,544,2020-07-11,"r00383",2020-07-18,"s00517"
"520","c00005","i00520",2020-07-08,"ETKQW",9,0,0,30,90,810,810,2020-10-29,"r00664",2020-07-25,"s00531"
"521","c00010","i00522",2020-07-09,"WBOEC",15,0,0,36,36,540,540,2020-08-13,"r00459",2020-07-11,"s00505"
"523","c00004","i00523",2020-07-10,"WBOEC",9,0,0,24,72,648,648,2020-11-07,"r00687",2020-07-26,"s00532"
"524","c00007","i00525",2020-07-11,"SLNEL",13,1,0,27,81,1053,1053,2020-07-11,"r00384",2020-07-12,"s00506"
"525","c00005","i00524",2020-07-11,"JRVPC",20,0,0,33,66,1320,1320,2020-08-14,"r00463",2020-07-15,"s00511"
"526","c00004","i00526",2020-07-11,"QWBPM",17,0,0,36,108,1836,1836,2020-07-17,"r00395",2020-07-16,"s00514"
"527","c00006","i00529",2020-07-12,"ZUBSA",11,0,0,27,27,297,297,2020-08-12,"r00454",2020-07-12,"s00507"
"528","c00004","i00527",2020-07-12,"ZUBSA",21,0,0,42,42,882,882,2020-08-16,"r00469",2020-07-19,"s00520"
"529","c00007","i00528",2020-07-12,"QWBPM",19,1,0,34,68,1292,1292,2020-07-12,"r00386",2020-07-26,"s00533"
"530","c00009","i00530",2020-07-13,"JQWPP",11,0,0,30,90,990,990,2020-08-21,"r00481",2020-07-14,"s00510"
"531","c00007","i00531",2020-07-13,"ZUBSA",21,0,0,35,105,2205,2205,2020-09-07,"r00520",2020-08-04,"s00558"
"532","c00008","i00533",2020-07-14,"QWBPM",11,1,0,24,72,792,792,2020-07-14,"r00390",2020-07-19,"s00521"
"533","c00008","i00534",2020-07-14,"ETKQW",17,0,0,33,66,1122,1122,2020-07-28,"r00420",2020-07-21,"s00525"
"534","c00008","i00535",2020-07-14,"WBOEC",14,0,0,27,81,1134,1134,2020-08-29,"r00500",2020-08-06,"s00563"
"535","c00005","i00536",2020-07-14,"JQWPP",12,0,0,36,108,1296,1296,2020-10-01,"r00593",2020-08-12,"s00579"
"536","c00007","i00532",2020-07-14,"SLNEL",10,1,1,36,36,360,360,2020-07-14,"r00389",2020-10-05,"s00726"
"537","c00008","i00538",2020-07-15,"ETKQW",14,0,0,34,68,952,952,2020-09-22,"r00567",2020-07-16,"s00515"
"539","c00008","i00539",2020-07-15,"QWBPM",17,0,0,27,27,459,459,2020-09-06,"r00517",2020-07-30,"s00546"
"540","c00007","i00540",2020-07-16,"ZUBSA",15,0,0,30,90,1350,1350,2020-10-31,"r00667",2020-07-27,"s00539"
"541","c00009","i00542",2020-07-17,"SLNEL",16,0,0,36,36,576,576,2020-10-06,"r00605",2020-07-20,"s00523"
"542","c00005","i00543",2020-07-17,"ETKQW",13,0,0,24,72,936,936,2020-10-19,"r00635",2020-07-23,"s00528"
"543","c00004","i00541",2020-07-17,"SSBIT",18,0,0,35,105,1890,1890,2020-11-22,"r00726",2020-08-01,"s00550"
"544","c00007","i00544",2020-07-18,"ZUBSA",14,0,0,33,66,924,924,2020-09-21,"r00565",2020-07-26,"s00534"
"545","c00005","i00546",2020-07-19,"ETKQW",26,1,0,36,108,2808,2808,2020-07-19,"r00399",2020-07-20,"s00524"
"546","c00007","i00545",2020-07-19,"QWBPM",19,1,0,27,81,1539,1539,2020-07-19,"r00398",2020-08-01,"s00551"
"547","c00007","i00547",2020-07-20,"QWBPM",9,0,0,42,42,378,378,2020-11-08,"r00690",2020-07-22,"s00526"
"548","c00006","i00548",2020-07-20,"WBOEC",18,0,0,34,68,1224,1224,2020-07-29,"r00424",2020-08-03,"s00552"
"549","c00005","i00549",2020-07-21,"JRVPC",18,0,0,27,27,486,486,2020-10-26,"r00655",2020-08-06,"s00564"
"550","c00004","i00551",2020-07-22,"JQWPP",13,0,0,35,105,1365,1365,2020-08-14,"r00464",2020-07-24,"s00530"
"551","c00008","i00552",2020-07-22,"WBOEC",14,0,0,36,36,504,504,2020-11-01,"r00670",2020-07-30,"s00547"
"553","c00010","i00553",2020-07-23,"JQWPP",8,0,0,24,72,576,576,2020-11-09,"r00693",2020-07-30,"s00548"
"554","c00004","i00554",2020-07-23,"SLNEL",19,0,0,33,66,1254,1254,2020-10-27,"r00661",2020-09-04,"s00642"
"555","c00005","i00556",2020-07-24,"ZUBSA",24,0,0,36,108,2592,2592,2020-09-19,"r00563",2020-07-26,"s00535"
"557","c00003","i00557",2020-07-24,"JQWPP",13,0,0,42,42,546,546,2020-08-18,"r00472",2020-08-05,"s00561"
"558","c00005","i00558",2020-07-25,"TQLMI",12,0,0,34,68,816,816,2020-09-27,"r00581",2020-08-03,"s00553"
"559","c00004","i00560",2020-07-26,"WBOEC",18,0,0,30,90,1620,1620,2020-10-07,"r00608",2020-07-27,"s00540"
"560","c00005","i00561",2020-07-26,"QWBPM",12,0,0,35,105,1260,1260,2020-09-14,"r00539",2020-08-03,"s00554"
"561","c00006","i00559",2020-07-26,"GEXDT",19,0,0,27,27,513,513,2020-09-24,"r00574",2020-08-07,"s00566"
"562","c00006","i00562",2020-07-27,"WBOEC",12,0,0,36,36,432,432,2020-12-03,"r00759",2020-08-05,"s00562"
"563","c00005","i00568",2020-07-28,"JQWPP",21,0,0,34,68,1428,1428,2020-12-19,"r00794",2020-07-29,"s00543"
"564","c00006","i00566",2020-07-28,"ZUBSA",18,0,0,36,108,1944,1944,2021-03-19,"r00965",2020-07-29,"s00544"
"566","c00003","i00565",2020-07-28,"SSBIT",15,0,0,27,81,1215,1215,2020-09-23,"r00568",2020-08-04,"s00559"
"567","c00008","i00567",2020-07-28,"ETKQW",17,1,0,42,42,714,714,2020-07-28,"r00422",2020-08-07,"s00567"
"568","c00003","i00563",2020-07-28,"WBOEC",14,0,1,24,72,1008,1008,2020-08-18,"r00473",2020-08-07,"s00568"
"569","c00004","i00569",2020-07-28,"SSBIT",18,0,0,27,27,486,486,2020-09-09,"r00529",2020-08-13,"s00584"
"570","c00006","i00570",2020-07-29,"SLNEL",14,0,0,30,90,1260,1260,2020-10-11,"r00616",2020-08-16,"s00593"
"571","c00008","i00571",2020-07-30,"JQWPP",18,0,0,35,105,1890,1890,2020-08-28,"r00497",2020-08-07,"s00569"
"572","c00005","i00572",2020-07-31,"JRVPC",9,0,0,36,36,324,324,2020-10-10,"r00614",2020-08-16,"s00594"
"573","c00002","i00575",2020-08-01,"QWBPM",16,0,0,27,81,1296,1296,2021-01-11,"r00856",2020-08-03,"s00555"
"575","c00006","i00573",2020-08-01,"ZUBSA",17,0,0,24,72,1224,1224,2021-02-05,"r00917",2020-08-21,"s00606"
"576","c00009","i00578",2020-08-02,"SSBIT",11,0,0,34,68,748,748,2020-08-10,"r00447",2020-08-03,"s00556"
"577","c00009","i00576",2020-08-02,"WBOEC",12,0,0,36,108,1296,1296,2020-09-12,"r00536",2020-08-04,"s00560"
"578","c00010","i00577",2020-08-02,"QWBPM",19,0,1,42,42,798,798,2020-09-01,"r00509",2020-08-07,"s00570"
"579","c00007","i00580",2020-08-03,"ETKQW",11,0,0,30,90,990,990,2020-10-11,"r00617",2020-08-10,"s00575"
"580","c00008","i00579",2020-08-03,"SSBIT",17,0,0,27,27,459,459,2020-09-25,"r00577",2020-09-15,"s00670"
"581","c00009","i00581",2020-08-04,"JQWPP",14,0,0,35,105,1470,1470,2020-10-25,"r00647",2020-09-17,"s00679"
"582","c00001","i00586",2020-08-05,"QWBPM",15,0,0,36,108,1620,1620,2020-10-29,"r00665",2020-08-08,"s00571"
"583","c00004","i00583",2020-08-05,"TQLMI",14,1,0,24,72,1008,1008,2020-08-05,"r00438",2020-08-09,"s00573"
"584","c00007","i00582",2020-08-05,"ETKQW",15,0,0,36,36,540,540,2021-05-08,"r00984",2020-08-12,"s00581"
"585","c00006","i00584",2020-08-05,"JRVPC",16,0,0,33,66,1056,1056,2020-10-19,"r00636",2020-08-15,"s00589"
"586","c00010","i00585",2020-08-05,"SSBIT",19,0,0,27,81,1539,1539,2020-08-12,"r00455",2020-08-18,"s00599"
"587","c00004","i00589",2020-08-06,"SSBIT",17,0,0,27,27,459,459,2021-01-13,"r00859",2020-08-10,"s00576"
"588","c00009","i00587",2020-08-06,"QWBPM",18,0,0,42,42,756,756,2020-08-16,"r00470",2020-08-12,"s00582"
"589","c00003","i00588",2020-08-06,"JQWPP",12,0,0,34,68,816,816,2020-09-10,"r00530",2020-08-13,"s00585"
"590","c00007","i00590",2020-08-07,"JRVPC",17,0,0,30,90,1530,1530,2020-10-05,"r00603",2020-08-08,"s00572"
"591","c00004","i00591",2020-08-07,"SLNEL",14,0,0,35,105,1470,1470,2021-01-21,"r00875",2020-08-10,"s00577"
"592","c00007","i00593",2020-08-08,"ZUBSA",14,1,0,24,72,1008,1008,2020-08-08,"r00444",2020-08-09,"s00574"
"593","c00006","i00592",2020-08-08,"SLNEL",13,0,0,36,36,468,468,2020-10-08,"r00610",2020-08-13,"s00586"
"594","c00006","i00594",2020-08-08,"TQLMI",14,0,0,33,66,924,924,2020-11-17,"r00712",2020-08-28,"s00621"
"595","c00008","i00595",2020-08-10,"WBOEC",11,1,0,27,81,891,891,2020-08-10,"r00448",2020-08-15,"s00590"
"596","c00009","i00597",2020-08-10,"SLNEL",10,0,0,42,42,420,420,2020-10-28,"r00663",2020-08-15,"s00591"
"597","c00008","i00596",2020-08-10,"SSBIT",18,1,0,36,108,1944,1944,2020-08-10,"r00449",2020-08-16,"s00595"
"598","c00004","i00598",2020-08-11,"WBOEC",18,0,1,34,68,1224,1224,2020-08-28,"r00498",2020-08-11,"s00578"
"599","c00004","i00600",2020-08-11,"GEXDT",12,0,0,30,90,1080,1080,2021-01-24,"r00889",2020-08-18,"s00600"
"600","c00009","i00599",2020-08-11,"GEXDT",14,1,1,27,27,378,378,2020-08-11,"r00451",2020-08-27,"s00617"
"601","c00007","i00602",2020-08-12,"TQLMI",7,1,0,36,36,252,252,2020-08-12,"r00456",2020-08-12,"s00583"
"602","c00009","i00603",2020-08-12,"ZUBSA",14,1,1,24,72,1008,1008,2020-08-12,"r00457",2020-08-14,"s00587"
"603","c00009","i00601",2020-08-12,"ZUBSA",16,0,0,35,105,1680,1680,2020-11-25,"r00737",2020-08-20,"s00604"
"604","c00009","i00605",2020-08-13,"ETKQW",11,0,0,27,81,891,891,2020-09-17,"r00556",2020-08-14,"s00588"
"605","c00007","i00604",2020-08-13,"JQWPP",19,1,0,33,66,1254,1254,2020-08-13,"r00461",2020-08-15,"s00592"
"606","c00007","i00606",2020-08-14,"SSBIT",15,0,0,36,108,1620,1620,2021-03-01,"r00946",2020-08-17,"s00598"
"607","c00006","i00607",2020-08-14,"QWBPM",14,0,0,42,42,588,588,2020-12-16,"r00790",2020-08-21,"s00607"
"608","c00008","i00608",2020-08-14,"ZUBSA",17,0,0,34,68,1156,1156,2020-09-21,"r00566",2020-08-26,"s00615"
"609","c00004","i00611",2020-08-15,"SLNEL",15,0,0,35,105,1575,1575,2020-08-23,"r00486",2020-08-16,"s00596"
"610","c00005","i00612",2020-08-15,"QWBPM",22,0,0,36,36,792,792,2020-09-12,"r00537",2020-08-18,"s00601"
"611","c00003","i00610",2020-08-15,"ETKQW",14,0,0,30,90,1260,1260,2020-08-18,"r00474",2020-08-19,"s00602"
"612","c00005","i00609",2020-08-15,"SLNEL",16,0,0,27,27,432,432,2020-11-15,"r00706",2020-08-19,"s00603"
"613","c00005","i00613",2020-08-15,"ETKQW",19,0,0,24,72,1368,1368,2020-12-15,"r00787",2020-08-20,"s00605"
"614","c00009","i00614",2020-08-16,"JRVPC",19,0,0,33,66,1254,1254,2020-09-06,"r00518",2020-08-16,"s00597"
"615","c00007","i00615",2020-08-16,"JRVPC",18,0,0,27,81,1458,1458,2020-11-09,"r00694",2020-08-23,"s00609"
"616","c00009","i00617",2020-08-17,"ZUBSA",18,0,0,42,42,756,756,2020-10-12,"r00618",2020-08-21,"s00608"
"617","c00003","i00618",2020-08-17,"SSBIT",17,0,0,34,68,1156,1156,2020-09-14,"r00540",2020-08-23,"s00610"
"618","c00009","i00616",2020-08-17,"ETKQW",11,0,0,36,108,1188,1188,2020-09-05,"r00515",2020-08-31,"s00628"
"619","c00007","i00619",2020-08-18,"WBOEC",13,0,0,27,27,351,351,2021-01-03,"r00838",2020-08-23,"s00611"
"620","c00007","i00621",2020-08-18,"ETKQW",13,1,0,35,105,1365,1365,2020-08-18,"r00476",2020-08-30,"s00627"
"621","c00005","i00620",2020-08-18,"JRVPC",14,1,0,30,90,1260,1260,2020-08-18,"r00475",2020-08-31,"s00629"
"622","c00004","i00622",2020-08-20,"TQLMI",23,0,1,36,36,828,828,2020-09-29,"r00585",2020-09-01,"s00631"
"623","c00003","i00623",2020-08-21,"GEXDT",12,0,0,24,72,864,864,2021-03-06,"r00953",2020-08-27,"s00618"
"624","c00006","i00624",2020-08-21,"JQWPP",16,0,0,33,66,1056,1056,2020-11-09,"r00695",2020-09-13,"s00667"
"625","c00006","i00625",2020-08-21,"JQWPP",11,0,0,27,81,891,891,2020-09-11,"r00532",2020-09-23,"s00688"
"626","c00006","i00626",2020-08-22,"QWBPM",9,0,0,36,108,972,972,2020-12-04,"r00761",2020-08-26,"s00616"
"627","c00004","i00627",2020-08-22,"ETKQW",14,0,0,42,42,588,588,2020-09-07,"r00521",2020-08-27,"s00619"
"628","c00010","i00628",2020-08-22,"SSBIT",17,0,0,34,68,1156,1156,2020-09-14,"r00541",2020-09-03,"s00640"
"629","c00004","i00631",2020-08-23,"GEXDT",17,0,0,35,105,1785,1785,2020-11-18,"r00714",2020-08-24,"s00612"
"631","c00005","i00633",2020-08-23,"QWBPM",18,0,0,24,72,1296,1296,2020-10-03,"r00598",2020-09-06,"s00649"
"632","c00005","i00632",2020-08-23,"JRVPC",16,0,0,36,36,576,576,2020-09-23,"r00569",2020-09-08,"s00655"
"633","c00006","i00629",2020-08-23,"SLNEL",20,0,0,27,27,540,540,2020-11-13,"r00702",2020-10-17,"s00760"
"634","c00007","i00638",2020-08-24,"ETKQW",18,0,0,34,68,1224,1224,2020-09-13,"r00538",2020-08-25,"s00614"
"635","c00007","i00635",2020-08-24,"JQWPP",18,1,0,27,81,1458,1458,2020-08-24,"r00489",2020-08-29,"s00624"
"637","c00004","i00637",2020-08-24,"TQLMI",16,0,0,42,42,672,672,2020-10-12,"r00619",2020-09-01,"s00633"
"638","c00010","i00636",2020-08-24,"TQLMI",17,1,1,36,108,1836,1836,2020-08-24,"r00490",2020-09-02,"s00636"
"639","c00009","i00641",2020-08-25,"QWBPM",12,0,0,35,105,1260,1260,2020-10-25,"r00648",2020-08-27,"s00620"
"640","c00008","i00639",2020-08-25,"SSBIT",12,0,0,27,27,324,324,2020-09-10,"r00531",2020-09-10,"s00662"
"641","c00005","i00640",2020-08-25,"JRVPC",17,0,0,30,90,1530,1530,2020-10-26,"r00656",2020-09-16,"s00676"
"642","c00005","i00642",2020-08-26,"QWBPM",15,0,0,36,36,540,540,2020-10-21,"r00640",2020-08-28,"s00622"
"643","c00005","i00645",2020-08-26,"SSBIT",11,0,1,27,81,891,891,2020-10-17,"r00633",2020-08-29,"s00625"
"644","c00003","i00647",2020-08-26,"JRVPC",17,0,0,42,42,714,714,2020-11-12,"r00700",2020-08-31,"s00630"
"645","c00004","i00646",2020-08-26,"WBOEC",16,0,0,36,108,1728,1728,2020-11-13,"r00703",2020-09-02,"s00637"
"646","c00003","i00643",2020-08-26,"ETKQW",13,0,0,24,72,936,936,2020-10-04,"r00601",2020-09-21,"s00682"
"647","c00007","i00644",2020-08-26,"WBOEC",13,0,0,33,66,858,858,2020-12-31,"r00829",2020-09-23,"s00689"
"648","c00005","i00649",2020-08-27,"WBOEC",18,0,0,27,27,486,486,2020-11-02,"r00671",2020-08-28,"s00623"
"649","c00005","i00648",2020-08-27,"TQLMI",11,1,0,34,68,748,748,2020-08-27,"r00494",2020-09-26,"s00698"
"650","c00004","i00651",2020-08-29,"WBOEC",11,0,0,35,105,1155,1155,2020-11-14,"r00704",2020-08-29,"s00626"
"651","c00006","i00655",2020-08-29,"SSBIT",18,1,0,27,81,1458,1458,2020-08-29,"r00501",2020-09-01,"s00634"
"652","c00007","i00650",2020-08-29,"SSBIT",25,0,0,30,90,2250,2250,2020-09-17,"r00557",2020-09-01,"s00635"
"653","c00001","i00654",2020-08-29,"ETKQW",15,0,0,33,66,990,990,2020-09-15,"r00544",2020-09-02,"s00638"
"654","c00009","i00653",2020-08-29,"SSBIT",21,0,0,24,72,1512,1512,2021-01-10,"r00850",2020-09-02,"s00639"
"655","c00008","i00652",2020-08-29,"ZUBSA",19,0,0,36,36,684,684,2020-09-23,"r00570",2020-09-28,"s00704"
"656","c00009","i00656",2020-08-30,"ETKQW",18,0,1,36,108,1944,1944,2020-10-15,"r00629",2020-09-04,"s00643"
"657","c00006","i00658",2020-08-30,"ZUBSA",20,0,0,34,68,1360,1360,2020-10-02,"r00595",2020-09-07,"s00651"
"659","c00006","i00660",2020-08-30,"ETKQW",13,0,0,30,90,1170,1170,2020-11-17,"r00713",2020-09-09,"s00659"
"660","c00007","i00659",2020-08-30,"QWBPM",12,1,0,27,27,324,324,2020-08-30,"r00503",2020-09-14,"s00668"
"662","c00004","i00663",2020-08-31,"WBOEC",15,0,0,24,72,1080,1080,2020-10-12,"r00620",2020-09-07,"s00652"
"663","c00007","i00661",2020-08-31,"JRVPC",13,1,0,35,105,1365,1365,2020-08-31,"r00504",2020-09-09,"s00660"
"664","c00002","i00664",2020-09-01,"ETKQW",10,0,0,33,66,660,660,2021-01-20,"r00871",2020-09-05,"s00647"
"665","c00007","i00665",2020-09-02,"JRVPC",9,0,0,27,81,729,729,2020-09-11,"r00533",2020-09-08,"s00657"
"666","c00004","i00667",2020-09-03,"SSBIT",16,0,0,42,42,672,672,2020-11-22,"r00727",2020-09-03,"s00641"
"667","c00008","i00669",2020-09-03,"ZUBSA",11,0,0,27,27,297,297,2020-10-13,"r00623",2020-09-05,"s00648"
"668","c00009","i00666",2020-09-03,"ETKQW",17,0,0,36,108,1836,1836,2020-10-13,"r00622",2020-09-07,"s00653"
"669","c00009","i00670",2020-09-03,"JQWPP",13,0,0,30,90,1170,1170,2020-12-19,"r00795",2020-09-07,"s00654"
"670","c00004","i00668",2020-09-03,"TQLMI",22,0,0,34,68,1496,1496,2021-01-14,"r00861",2020-10-17,"s00761"
"671","c00009","i00672",2020-09-04,"QWBPM",13,0,0,36,36,468,468,2020-09-29,"r00586",2020-09-04,"s00645"
"672","c00010","i00674",2020-09-04,"WBOEC",23,0,0,33,66,1518,1518,2020-10-19,"r00637",2020-09-04,"s00646"
"673","c00009","i00673",2020-09-04,"WBOEC",29,0,0,24,72,2088,2088,2020-09-07,"r00523",2020-09-15,"s00671"
